idea_id,run_index,project_id,block,input_tokens,output_tokens,latency_ms,retries
idea-001,0,cb5128e4-7697-4f49-b9a4-0ff53e19f095,pitch,11268,1935,18134,0
idea-001,0,cb5128e4-7697-4f49-b9a4-0ff53e19f095,scenario,10585,1003,9831,0
idea-001,0,cb5128e4-7697-4f49-b9a4-0ff53e19f095,hypotheses,10125,615,7595,0
idea-001,0,cb5128e4-7697-4f49-b9a4-0ff53e19f095,what_if,7353,3101,32007,0
idea-001,0,cb5128e4-7697-4f49-b9a4-0ff53e19f095,architecture,7078,866,10727,0
idea-001,0,cb5128e4-7697-4f49-b9a4-0ff53e19f095,canvas,3473,2210,21034,0
idea-001,0,cb5128e4-7697-4f49-b9a4-0ff53e19f095,models_options,2770,837,10840,0
idea-001,0,cb5128e4-7697-4f49-b9a4-0ff53e19f095,empathy_map,616,1475,15658,0
idea-003,0,38deb9ec-edfa-4ae5-9e81-1e0ac4e27ba8,pitch,11836,1554,14161,0
idea-003,0,38deb9ec-edfa-4ae5-9e81-1e0ac4e27ba8,scenario,11112,993,9968,0
idea-003,0,38deb9ec-edfa-4ae5-9e81-1e0ac4e27ba8,hypotheses,10600,682,9080,0
idea-003,0,38deb9ec-edfa-4ae5-9e81-1e0ac4e27ba8,what_if,7701,3238,33076,0
idea-003,0,38deb9ec-edfa-4ae5-9e81-1e0ac4e27ba8,architecture,7266,665,7679,0
idea-003,0,38deb9ec-edfa-4ae5-9e81-1e0ac4e27ba8,canvas,3914,2031,20574,0
idea-003,0,38deb9ec-edfa-4ae5-9e81-1e0ac4e27ba8,models_options,3206,846,9655,0
idea-003,0,38deb9ec-edfa-4ae5-9e81-1e0ac4e27ba8,empathy_map,746,1904,16521,0
idea-002,0,e9d32564-f7fe-4a51-99ef-43f80f425376,pitch,11249,1710,16313,0
idea-002,0,e9d32564-f7fe-4a51-99ef-43f80f425376,scenario,10520,907,8990,0
idea-002,0,e9d32564-f7fe-4a51-99ef-43f80f425376,hypotheses,10030,674,8828,0
idea-002,0,e9d32564-f7fe-4a51-99ef-43f80f425376,what_if,7364,2877,28349,0
idea-002,0,e9d32564-f7fe-4a51-99ef-43f80f425376,architecture,7054,693,7854,0
idea-002,0,e9d32564-f7fe-4a51-99ef-43f80f425376,canvas,3623,2102,20262,0
idea-002,0,e9d32564-f7fe-4a51-99ef-43f80f425376,models_options,2945,817,10557,0
idea-002,0,e9d32564-f7fe-4a51-99ef-43f80f425376,empathy_map,646,1604,14329,0
